timestamp,GHI,temperature,cloud_cover,humidity,wind_speed,hour_of_day,day_of_year,kWh_output
2025-04-01 00:00:00,0.0,24.8,95,97,9.0,0,91,0.0
2025-04-01 01:00:00,0.0,24.8,100,95,11.2,1,91,0.0
2025-04-01 02:00:00,0.0,24.4,100,96,11.0,2,91,0.0
2025-04-01 03:00:00,0.0,24.1,100,96,8.5,3,91,0.0
2025-04-01 04:00:00,0.0,23.9,96,96,7.6,4,91,0.0
2025-04-01 05:00:00,0.0,23.8,91,97,5.9,5,91,0.0
2025-04-01 06:00:00,0.0,23.4,63,98,4.7,6,91,0.0
2025-04-01 07:00:00,0.0,23.2,82,99,3.7,7,91,0.0
2025-04-01 08:00:00,53.0,24.4,73,97,4.6,8,91,206.95396720674142
2025-04-01 09:00:00,257.0,26.5,77,87,2.4,9,91,785.3194623619179
2025-04-01 10:00:00,499.0,28.6,95,77,3.9,10,91,924.4135574027046
2025-04-01 11:00:00,712.0,30.3,95,67,7.8,11,91,497.18526614161857
2025-04-01 12:00:00,868.0,31.5,91,61,7.6,12,91,345.7642416104718
2025-04-01 13:00:00,940.0,32.2,100,59,8.8,13,91,305.64476470619275
2025-04-01 14:00:00,945.0,32.7,100,58,8.4,14,91,350.2514505384774
2025-04-01 15:00:00,826.0,32.0,100,60,5.4,15,91,549.3123051729946
2025-04-01 16:00:00,662.0,32.3,100,59,2.2,16,91,641.7708268686443
2025-04-01 17:00:00,498.0,29.9,85,71,3.6,17,91,644.5599289724055
2025-04-01 18:00:00,265.0,29.6,27,72,2.6,18,91,480.5076299985671
2025-04-01 19:00:00,89.0,28.1,45,80,5.1,19,91,178.28736544079473
2025-04-01 20:00:00,1.0,25.8,58,94,1.9,20,91,4.637261323004961
2025-04-01 21:00:00,0.0,26.5,100,94,8.7,21,91,0.0
2025-04-01 22:00:00,0.0,25.5,99,92,10.5,22,91,0.0
2025-04-01 23:00:00,0.0,24.9,100,89,9.7,23,91,0.0
2025-04-02 00:00:00,0.0,24.0,100,94,4.4,0,92,0.0
2025-04-02 01:00:00,0.0,23.6,96,100,6.9,1,92,0.0
2025-04-02 02:00:00,0.0,23.5,97,100,6.4,2,92,0.0
2025-04-02 03:00:00,0.0,23.4,100,100,9.4,3,92,0.0
2025-04-02 04:00:00,0.0,23.2,99,99,7.9,4,92,0.0
2025-04-02 05:00:00,0.0,22.9,83,100,3.4,5,92,0.0
2025-04-02 06:00:00,0.0,22.6,99,100,3.8,6,92,0.0
2025-04-02 07:00:00,0.0,22.6,98,100,0.9,7,92,0.0
2025-04-02 08:00:00,53.0,23.9,42,98,4.2,8,92,209.81886314743522
2025-04-02 09:00:00,233.0,25.0,57,91,7.9,9,92,741.0222256548006
2025-04-02 10:00:00,516.0,27.5,43,80,7.4,10,92,922.0010554367503
2025-04-02 11:00:00,633.0,29.3,21,69,9.8,11,92,777.630203830247
2025-04-02 12:00:00,874.0,30.9,60,61,7.6,12,92,354.05673919730054
2025-04-02 13:00:00,742.0,31.5,100,56,9.7,13,92,865.1166495914393
2025-04-02 14:00:00,622.0,31.4,100,56,9.3,14,92,1548.5547812000893
2025-04-02 15:00:00,620.0,31.5,27,57,8.1,15,92,1730.2649775658906
2025-04-02 16:00:00,700.0,31.5,36,58,8.3,16,92,471.6818797576019
2025-04-02 17:00:00,485.0,30.9,35,61,7.7,17,92,413.74582041354023
2025-04-02 18:00:00,300.0,29.5,33,70,6.5,18,92,377.815709290036
2025-04-02 19:00:00,101.0,27.1,68,82,5.6,19,92,182.33178988480174
2025-04-02 20:00:00,1.0,25.5,66,91,12.1,20,92,4.643074327153134
2025-04-02 21:00:00,0.0,24.5,100,99,8.9,21,92,0.0
2025-04-02 22:00:00,0.0,24.1,99,99,2.3,22,92,0.0
2025-04-02 23:00:00,0.0,23.6,100,100,8.9,23,92,0.0
2025-04-03 00:00:00,0.0,23.4,100,100,5.3,0,93,0.0
2025-04-03 01:00:00,0.0,23.2,100,100,5.8,1,93,0.0
2025-04-03 02:00:00,0.0,23.1,100,100,5.4,2,93,0.0
2025-04-03 03:00:00,0.0,23.0,100,100,6.1,3,93,0.0
2025-04-03 04:00:00,0.0,23.0,100,100,5.6,4,93,0.0
2025-04-03 05:00:00,0.0,23.0,100,100,6.9,5,93,0.0
2025-04-03 06:00:00,0.0,22.8,100,100,5.7,6,93,0.0
2025-04-03 07:00:00,0.0,22.7,100,100,6.0,7,93,0.0
2025-04-03 08:00:00,51.0,23.5,100,96,4.8,8,93,203.4604950640897
2025-04-03 09:00:00,191.0,25.4,90,93,3.2,9,93,735.8711412636094
2025-04-03 10:00:00,512.0,28.1,54,80,6.6,10,93,938.3159702770406
2025-04-03 11:00:00,622.0,29.7,26,68,6.3,11,93,817.5620170395911
2025-04-03 12:00:00,839.0,31.1,21,61,4.0,12,93,464.38489465834226
2025-04-03 13:00:00,928.0,31.5,57,60,5.1,13,93,325.3010497355114
2025-04-03 14:00:00,817.0,31.1,100,65,4.9,14,93,562.8121700010283
2025-04-03 15:00:00,633.0,30.1,100,69,5.8,15,93,908.543559389833
2025-04-03 16:00:00,526.0,26.6,68,86,8.2,16,93,870.0960862488745
2025-04-03 17:00:00,330.0,27.0,27,85,4.2,17,93,759.9016635769998
2025-04-03 18:00:00,304.0,28.0,100,78,4.5,18,93,462.0658703948674
2025-04-03 19:00:00,97.0,26.1,98,88,2.3,19,93,183.33194261323396
2025-04-03 20:00:00,1.0,25.2,96,95,2.8,20,93,4.648454147504051
2025-04-03 21:00:00,0.0,24.8,100,99,2.4,21,93,0.0
2025-04-03 22:00:00,0.0,24.5,99,99,5.1,22,93,0.0
2025-04-03 23:00:00,0.0,24.5,100,99,2.5,23,93,0.0
2025-04-04 00:00:00,0.0,24.0,98,99,4.0,0,94,0.0
2025-04-04 01:00:00,0.0,24.0,100,99,2.6,1,94,0.0
2025-04-04 02:00:00,0.0,23.7,100,99,4.0,2,94,0.0
2025-04-04 03:00:00,0.0,23.6,100,99,3.5,3,94,0.0
2025-04-04 04:00:00,0.0,23.5,100,99,3.5,4,94,0.0
2025-04-04 05:00:00,0.0,23.5,100,100,4.9,5,94,0.0
2025-04-04 06:00:00,0.0,23.2,100,100,3.8,6,94,0.0
2025-04-04 07:00:00,0.0,23.6,100,99,7.0,7,94,0.0
2025-04-04 08:00:00,35.0,24.0,100,99,5.8,8,94,156.9499494383655
2025-04-04 09:00:00,177.0,26.0,100,93,5.2,9,94,699.8605598517058
2025-04-04 10:00:00,432.0,27.5,91,86,4.0,10,94,1078.1149329582036
2025-04-04 11:00:00,677.0,29.4,52,76,3.4,11,94,590.2945937673514
2025-04-04 12:00:00,796.0,30.7,100,69,3.5,12,94,501.4438689342165
2025-04-04 13:00:00,751.0,31.2,100,64,2.8,13,94,1101.6304656715809
2025-04-04 14:00:00,573.0,26.6,98,84,2.5,14,94,1050.080420335033
2025-04-04 15:00:00,496.0,28.1,89,78,7.3,15,94,916.485297142073
2025-04-04 16:00:00,581.0,28.4,55,79,7.7,16,94,863.7004209501908
2025-04-04 17:00:00,473.0,28.7,80,77,5.4,17,94,550.6824306226251
2025-04-04 18:00:00,322.0,28.4,100,78,5.5,18,94,377.1781042755802
2025-04-04 19:00:00,85.0,26.4,100,84,8.1,19,94,166.401989484395
2025-04-04 20:00:00,1.0,25.4,95,93,3.2,20,94,4.644743233057182
2025-04-04 21:00:00,0.0,25.6,100,95,3.1,21,94,0.0
2025-04-04 22:00:00,0.0,25.5,100,95,5.6,22,94,0.0
2025-04-04 23:00:00,0.0,25.0,99,96,3.8,23,94,0.0
2025-04-05 00:00:00,0.0,24.8,100,96,4.6,0,95,0.0
2025-04-05 01:00:00,0.0,24.3,100,97,4.5,1,95,0.0
2025-04-05 02:00:00,0.0,24.4,100,97,5.8,2,95,0.0
2025-04-05 03:00:00,0.0,24.0,100,98,6.3,3,95,0.0
2025-04-05 04:00:00,0.0,23.8,100,98,7.1,4,95,0.0
2025-04-05 05:00:00,0.0,23.4,100,99,4.1,5,95,0.0
2025-04-05 06:00:00,0.0,23.4,100,99,5.1,6,95,0.0
2025-04-05 07:00:00,0.0,23.2,100,99,4.0,7,95,0.0
2025-04-05 08:00:00,53.0,24.2,100,94,5.2,8,95,214.40338843425258
2025-04-05 09:00:00,174.0,26.0,96,89,1.0,9,95,612.9164507276139
2025-04-05 10:00:00,289.0,27.0,97,83,2.7,10,95,798.8655869796921
2025-04-05 11:00:00,307.0,28.0,100,79,4.7,11,95,1051.1359329380673
2025-04-05 12:00:00,502.0,29.5,100,71,7.4,12,95,1251.847145548902
2025-04-05 13:00:00,788.0,30.9,98,66,6.2,13,95,1242.1942637688703
2025-04-05 14:00:00,773.0,31.5,83,62,7.4,14,95,925.9268685083123
2025-04-05 15:00:00,815.0,31.0,53,64,7.6,15,95,457.9552434037624
2025-04-05 16:00:00,689.0,29.5,49,72,7.1,16,95,526.7745328628112
2025-04-05 17:00:00,469.0,28.8,61,76,5.5,17,95,556.1950259200206
2025-04-05 18:00:00,262.0,28.4,55,76,5.6,18,95,445.5896473518775
2025-04-05 19:00:00,84.0,26.6,68,85,6.4,19,95,170.829071267546
2025-04-05 20:00:00,1.0,25.8,64,93,1.9,20,95,4.637261323004961
2025-04-05 21:00:00,0.0,24.9,100,99,2.3,21,95,0.0
2025-04-05 22:00:00,0.0,24.9,100,100,3.6,22,95,0.0
2025-04-05 23:00:00,0.0,24.6,97,99,5.8,23,95,0.0
2025-04-06 00:00:00,0.0,24.2,100,100,2.9,0,96,0.0
2025-04-06 01:00:00,0.0,24.0,100,100,5.8,1,96,0.0
2025-04-06 02:00:00,0.0,23.9,96,99,5.7,2,96,0.0
2025-04-06 03:00:00,0.0,23.4,99,99,3.8,3,96,0.0
2025-04-06 04:00:00,0.0,23.1,98,100,3.9,4,96,0.0
2025-04-06 05:00:00,0.0,23.0,100,100,4.1,5,96,0.0
2025-04-06 06:00:00,0.0,22.9,100,100,4.1,6,96,0.0
2025-04-06 07:00:00,0.0,23.0,100,100,4.3,7,96,0.0
2025-04-06 08:00:00,56.0,24.2,100,99,3.1,8,96,223.22558246730216
2025-04-06 09:00:00,262.0,27.1,29,90,3.4,9,96,753.1824545374164
2025-04-06 10:00:00,500.0,29.1,23,78,9.3,10,96,917.880326493104
2025-04-06 11:00:00,708.0,29.9,86,74,10.1,11,96,361.6590302061945
2025-04-06 12:00:00,599.0,29.8,43,69,9.2,12,96,833.5690962646411
2025-04-06 13:00:00,825.0,31.0,32,67,7.5,13,96,592.7577579292251
2025-04-06 14:00:00,920.0,32.1,39,63,9.4,14,96,406.3126164423596
2025-04-06 15:00:00,740.0,29.0,78,74,12.6,15,96,694.5279863747772
2025-04-06 16:00:00,564.0,28.9,81,75,9.8,16,96,781.422718684944
2025-04-06 17:00:00,475.0,29.0,31,74,2.8,17,96,646.6326494448613
2025-04-06 18:00:00,254.0,27.4,77,81,7.2,18,96,424.2049014320542
2025-04-06 19:00:00,72.0,26.6,63,86,2.0,19,96,162.65491237160103
2025-04-06 20:00:00,1.0,25.9,66,93,2.2,20,96,4.635409169092062
2025-04-06 21:00:00,0.0,24.1,92,100,7.7,21,96,0.0
2025-04-06 22:00:00,0.0,24.2,100,100,6.4,22,96,0.0
2025-04-06 23:00:00,0.0,24.0,99,99,6.7,23,96,0.0
2025-04-07 00:00:00,0.0,23.8,100,98,4.5,0,97,0.0
2025-04-07 01:00:00,0.0,23.1,100,100,3.8,1,97,0.0
2025-04-07 02:00:00,0.0,22.9,100,99,3.8,2,97,0.0
2025-04-07 03:00:00,0.0,22.6,100,100,2.2,3,97,0.0
2025-04-07 04:00:00,0.0,22.6,100,100,1.1,4,97,0.0
2025-04-07 05:00:00,0.0,22.8,100,100,5.2,5,97,0.0
2025-04-07 06:00:00,0.0,22.9,100,100,4.4,6,97,0.0
2025-04-07 07:00:00,0.0,22.8,100,100,6.8,7,97,0.0
2025-04-07 08:00:00,41.0,23.4,100,96,6.7,8,97,175.75803128056322
2025-04-07 09:00:00,165.0,24.1,85,98,3.7,9,97,609.4362737518578
2025-04-07 10:00:00,248.0,25.0,100,92,3.4,10,97,833.554485630015
2025-04-07 11:00:00,411.0,26.5,100,90,1.3,11,97,1181.817265897282
2025-04-07 12:00:00,502.0,27.8,99,81,3.3,12,97,1186.9861420087816
2025-04-07 13:00:00,517.0,27.4,87,80,6.7,13,97,972.1128222118881
2025-04-07 14:00:00,753.0,28.9,100,75,5.1,14,97,785.4126402968499
2025-04-07 15:00:00,741.0,29.9,100,72,5.2,15,97,885.9476901205652
2025-04-07 16:00:00,641.0,30.1,100,69,6.3,16,97,901.6273731146842
2025-04-07 17:00:00,314.0,25.5,78,94,6.6,17,97,598.1523797604517
2025-04-07 18:00:00,279.0,26.8,67,87,3.4,18,97,421.0507952266506
2025-04-07 19:00:00,94.0,25.7,88,92,2.6,19,97,179.41056586596594
2025-04-07 20:00:00,1.0,24.8,76,98,1.8,20,97,4.655869151446683
2025-04-07 21:00:00,0.0,25.1,100,96,2.6,21,97,0.0
2025-04-07 22:00:00,0.0,24.9,96,97,1.6,22,97,0.0
2025-04-07 23:00:00,0.0,24.5,100,98,1.8,23,97,0.0
2025-04-08 00:00:00,0.0,24.1,98,99,3.9,0,98,0.0
2025-04-08 01:00:00,0.0,23.5,99,99,3.8,1,98,0.0
2025-04-08 02:00:00,0.0,23.4,100,99,5.0,2,98,0.0
2025-04-08 03:00:00,0.0,23.0,99,99,6.2,3,98,0.0
2025-04-08 04:00:00,0.0,22.9,98,99,4.0,4,98,0.0
2025-04-08 05:00:00,0.0,22.6,100,100,3.6,5,98,0.0
2025-04-08 06:00:00,0.0,22.6,100,100,3.3,6,98,0.0
2025-04-08 07:00:00,0.0,22.5,100,100,2.7,7,98,0.0
2025-04-08 08:00:00,47.0,23.6,100,99,3.2,8,98,206.24845760352386
2025-04-08 09:00:00,80.0,24.9,100,98,1.2,9,98,361.31059370450095
2025-04-08 10:00:00,179.0,25.5,100,96,4.2,10,98,714.2757998722889
2025-04-08 11:00:00,183.0,26.0,100,96,6.2,11,98,743.3935167862563
2025-04-08 12:00:00,281.0,26.2,100,92,7.6,12,98,1107.7389297239845
2025-04-08 13:00:00,357.0,27.5,100,84,6.7,13,98,1331.3646935088095
2025-04-08 14:00:00,659.0,29.2,100,74,4.0,14,98,1510.6892124160074
2025-04-08 15:00:00,576.0,29.5,99,70,4.2,15,98,1485.4029678091115
2025-04-08 16:00:00,695.0,29.9,100,68,5.6,16,98,663.0350594248955
2025-04-08 17:00:00,440.0,29.4,100,70,4.2,17,98,852.4303577555474
2025-04-08 18:00:00,230.0,28.6,100,74,5.3,18,98,678.5318171810102
2025-04-08 19:00:00,48.0,27.1,100,85,2.7,19,98,210.8557379132908
2025-04-08 20:00:00,0.0,26.2,100,91,2.4,20,98,0.0
2025-04-08 21:00:00,0.0,25.5,100,94,3.8,21,98,0.0
2025-04-08 22:00:00,0.0,25.4,100,95,3.5,22,98,0.0
2025-04-08 23:00:00,0.0,25.2,100,96,4.0,23,98,0.0
2025-04-09 00:00:00,0.0,24.9,100,97,4.5,0,99,0.0
2025-04-09 01:00:00,0.0,24.8,93,96,4.8,1,99,0.0
2025-04-09 02:00:00,0.0,24.4,93,97,4.7,2,99,0.0
2025-04-09 03:00:00,0.0,24.5,99,96,5.8,3,99,0.0
2025-04-09 04:00:00,0.0,24.5,100,96,6.9,4,99,0.0
2025-04-09 05:00:00,0.0,24.2,100,97,4.8,5,99,0.0
2025-04-09 06:00:00,0.0,24.0,100,98,4.9,6,99,0.0
2025-04-09 07:00:00,0.0,24.0,100,99,5.2,7,99,0.0
2025-04-09 08:00:00,44.0,24.9,99,96,6.5,8,99,186.65186139868936
2025-04-09 09:00:00,275.0,27.5,97,87,6.1,9,99,754.9917788432825
2025-04-09 10:00:00,511.0,29.5,93,75,7.4,10,99,878.807065883216
2025-04-09 11:00:00,663.0,30.8,90,68,6.4,11,99,411.6447220335534
2025-04-09 12:00:00,786.0,31.5,99,65,6.6,12,99,521.0211647280809
2025-04-09 13:00:00,582.0,30.0,100,70,6.3,13,99,1638.3374878737873
2025-04-09 14:00:00,524.0,28.0,99,80,5.5,14,99,1362.6159463773097
2025-04-09 15:00:00,433.0,28.9,95,79,2.7,15,99,991.4060199475944
2025-04-09 16:00:00,627.0,30.0,100,75,2.5,16,99,833.3664624715038
2025-04-09 17:00:00,424.0,29.0,100,76,0.9,17,99,765.7350747449896
2025-04-09 18:00:00,206.0,27.9,100,81,2.2,18,99,526.9308098225606
2025-04-09 19:00:00,58.0,25.6,100,95,6.4,19,99,169.26921187540452
2025-04-09 20:00:00,0.0,24.9,100,96,5.2,20,99,0.0
2025-04-09 21:00:00,0.0,25.6,100,91,5.4,21,99,0.0
2025-04-09 22:00:00,0.0,25.2,100,94,4.1,22,99,0.0
2025-04-09 23:00:00,0.0,24.7,100,99,4.0,23,99,0.0
2025-04-10 00:00:00,0.0,24.5,98,100,5.0,0,100,0.0
2025-04-10 01:00:00,0.0,24.4,96,99,3.3,1,100,0.0
2025-04-10 02:00:00,0.0,24.1,100,100,3.9,2,100,0.0
2025-04-10 03:00:00,0.0,23.6,100,100,4.3,3,100,0.0
2025-04-10 04:00:00,0.0,23.3,100,100,3.8,4,100,0.0
2025-04-10 05:00:00,0.0,23.3,99,100,4.4,5,100,0.0
2025-04-10 06:00:00,0.0,22.9,100,100,2.8,6,100,0.0
2025-04-10 07:00:00,0.0,23.0,99,100,4.9,7,100,0.0
2025-04-10 08:00:00,55.0,23.9,100,100,4.5,8,100,217.37594876077569
2025-04-10 09:00:00,280.0,27.3,99,89,2.6,9,100,755.2133138726266
2025-04-10 10:00:00,493.0,29.2,59,76,7.1,10,100,883.7008801671811
2025-04-10 11:00:00,704.0,30.2,30,72,6.5,11,100,361.7274361585413
2025-04-10 12:00:00,821.0,31.0,34,70,4.8,12,100,341.1421244421295
2025-04-10 13:00:00,806.0,31.5,99,67,5.0,13,100,872.5322556763886
2025-04-10 14:00:00,753.0,30.9,99,69,6.9,14,100,887.6013687945642
2025-04-10 15:00:00,517.0,29.0,98,75,6.2,15,100,827.6434883827591
2025-04-10 16:00:00,510.0,29.4,97,74,5.6,16,100,1079.3944399392544
2025-04-10 17:00:00,450.0,29.1,96,75,6.7,17,100,932.7189797150255
2025-04-10 18:00:00,279.0,28.5,96,78,8.0,18,100,562.2020582717438
2025-04-10 19:00:00,94.0,27.2,96,87,3.0,19,100,191.8225458289481
2025-04-10 20:00:00,1.0,26.0,99,93,3.4,20,100,4.63358225600414
2025-04-10 21:00:00,0.0,25.5,88,96,8.1,21,100,0.0
2025-04-10 22:00:00,0.0,24.7,97,96,8.0,22,100,0.0
2025-04-10 23:00:00,0.0,24.0,99,96,4.7,23,100,0.0
2025-04-11 00:00:00,0.0,23.8,98,97,6.2,0,101,0.0
2025-04-11 01:00:00,0.0,23.4,57,99,4.0,1,101,0.0
2025-04-11 02:00:00,0.0,23.2,100,99,6.3,2,101,0.0
2025-04-11 03:00:00,0.0,23.0,100,100,3.9,3,101,0.0
2025-04-11 04:00:00,0.0,23.0,100,100,4.7,4,101,0.0
2025-04-11 05:00:00,0.0,22.9,100,100,11.2,5,101,0.0
2025-04-11 06:00:00,0.0,22.6,100,100,7.3,6,101,0.0
2025-04-11 07:00:00,0.0,22.5,100,100,9.7,7,101,0.0
2025-04-11 08:00:00,40.0,23.1,100,98,5.7,8,101,177.08185617042523
2025-04-11 09:00:00,9.0,24.0,100,98,4.5,9,101,42.00237539252449
2025-04-11 10:00:00,11.0,24.1,100,99,4.0,10,101,51.30345219958081
2025-04-11 11:00:00,115.0,25.1,100,98,3.2,11,101,527.9361867770101
2025-04-11 12:00:00,358.0,26.8,100,86,8.3,12,101,1363.1790801696932
2025-04-11 13:00:00,461.0,28.0,100,79,10.6,13,101,927.4842251022362
2025-04-11 14:00:00,724.0,29.6,100,70,11.6,14,101,754.1281734213361
2025-04-11 15:00:00,860.0,30.5,100,66,11.7,15,101,502.8076305847399
2025-04-11 16:00:00,728.0,30.5,100,65,11.3,16,101,493.5717352068853
2025-04-11 17:00:00,508.0,30.0,100,66,10.5,17,101,640.7539676860166
2025-04-11 18:00:00,317.0,29.0,100,71,9.4,18,101,398.4120728867735
2025-04-11 19:00:00,94.0,27.5,98,80,6.5,19,101,196.2506782919293
2025-04-11 20:00:00,1.0,26.5,99,86,5.6,20,101,4.624333493607432
2025-04-11 21:00:00,0.0,26.3,99,86,2.0,21,101,0.0
2025-04-11 22:00:00,0.0,26.1,100,87,4.6,22,101,0.0
2025-04-11 23:00:00,0.0,25.9,100,87,8.2,23,101,0.0
2025-04-12 00:00:00,0.0,25.0,100,91,4.1,0,102,0.0
2025-04-12 01:00:00,0.0,24.5,100,94,4.2,1,102,0.0
2025-04-12 02:00:00,0.0,24.5,95,95,3.8,2,102,0.0
2025-04-12 03:00:00,0.0,24.5,99,96,3.3,3,102,0.0
2025-04-12 04:00:00,0.0,24.5,100,97,3.8,4,102,0.0
2025-04-12 05:00:00,0.0,24.5,98,97,2.8,5,102,0.0
2025-04-12 06:00:00,0.0,24.1,96,99,3.2,6,102,0.0
2025-04-12 07:00:00,0.0,24.0,98,98,3.8,7,102,0.0
2025-04-12 08:00:00,61.0,25.5,98,93,4.3,8,102,229.87307913829457
2025-04-12 09:00:00,277.0,28.6,82,80,4.6,9,102,768.1193335376599
2025-04-12 10:00:00,484.0,30.0,95,74,9.3,10,102,980.6377492391659
2025-04-12 11:00:00,605.0,30.3,100,72,9.7,11,102,451.02413746721857
2025-04-12 12:00:00,850.0,31.5,92,67,11.4,12,102,368.02965587552796
2025-04-12 13:00:00,884.0,32.0,77,63,9.0,13,102,447.10685237438236
2025-04-12 14:00:00,864.0,32.2,85,62,6.9,14,102,399.7403724611803
2025-04-12 15:00:00,810.0,31.9,100,63,5.1,15,102,474.6193332657063
2025-04-12 16:00:00,465.0,27.4,90,88,4.6,16,102,988.4315967823987
2025-04-12 17:00:00,216.0,26.4,97,87,5.9,17,102,536.911114871922
2025-04-12 18:00:00,201.0,26.4,93,85,5.4,18,102,519.2611214998932
2025-04-12 19:00:00,72.0,25.6,83,91,0.9,19,102,186.1456423550424
2025-04-12 20:00:00,0.0,24.8,80,99,4.7,20,102,0.0
2025-04-12 21:00:00,0.0,24.6,93,100,4.7,21,102,0.0
2025-04-12 22:00:00,0.0,24.7,99,100,1.5,22,102,0.0
2025-04-12 23:00:00,0.0,24.2,100,100,8.5,23,102,0.0
2025-04-13 00:00:00,0.0,24.0,93,100,3.1,0,103,0.0
2025-04-13 01:00:00,0.0,23.8,100,100,12.6,1,103,0.0
2025-04-13 02:00:00,0.0,23.3,100,100,1.6,2,103,0.0
2025-04-13 03:00:00,0.0,23.5,100,99,2.8,3,103,0.0
2025-04-13 04:00:00,0.0,23.3,100,99,3.2,4,103,0.0
2025-04-13 05:00:00,0.0,23.2,100,99,4.1,5,103,0.0
2025-04-13 06:00:00,0.0,22.8,100,100,3.8,6,103,0.0
2025-04-13 07:00:00,0.0,23.0,100,100,6.5,7,103,0.0
2025-04-13 08:00:00,55.0,23.9,100,96,6.4,8,103,221.1972845202652
2025-04-13 09:00:00,221.0,26.9,100,93,2.8,9,103,779.6550923759138
2025-04-13 10:00:00,402.0,28.5,100,82,3.5,10,103,975.6732431836629
2025-04-13 11:00:00,579.0,29.9,100,76,3.6,11,103,782.4335261243102
2025-04-13 12:00:00,752.0,31.0,100,67,4.1,12,103,726.9795928368991
2025-04-13 13:00:00,330.0,27.4,100,84,1.5,13,103,1079.931075412089
2025-04-13 14:00:00,572.0,27.1,100,84,4.4,14,103,1252.9187371398464
2025-04-13 15:00:00,446.0,27.2,99,82,8.8,15,103,886.1350642785494
2025-04-13 16:00:00,417.0,27.4,99,79,2.1,16,103,1059.8856341858796
2025-04-13 17:00:00,533.0,28.5,100,76,2.8,17,103,416.09651531007523
2025-04-13 18:00:00,222.0,27.8,100,78,5.3,18,103,437.1022816430979
2025-04-13 19:00:00,77.0,26.6,99,89,1.3,19,103,216.94486945738353
2025-04-13 20:00:00,1.0,25.5,70,93,1.7,20,103,4.642838532752974
2025-04-13 21:00:00,0.0,24.8,100,100,0.8,21,103,0.0
2025-04-13 22:00:00,0.0,24.4,100,100,1.5,22,103,0.0
2025-04-13 23:00:00,0.0,24.5,100,100,2.9,23,103,0.0
2025-04-14 00:00:00,0.0,24.2,100,100,2.1,0,104,0.0
2025-04-14 01:00:00,0.0,24.0,99,100,3.2,1,104,0.0
2025-04-14 02:00:00,0.0,23.9,100,100,4.8,2,104,0.0
2025-04-14 03:00:00,0.0,23.6,100,100,2.5,3,104,0.0
2025-04-14 04:00:00,0.0,23.5,100,100,1.7,4,104,0.0
2025-04-14 05:00:00,0.0,23.6,100,100,4.5,5,104,0.0
2025-04-14 06:00:00,0.0,23.6,100,100,4.5,6,104,0.0
2025-04-14 07:00:00,0.0,23.5,100,100,2.5,7,104,0.0
2025-04-14 08:00:00,37.0,24.2,100,99,3.1,8,104,160.37419931370079
2025-04-14 09:00:00,210.0,26.8,100,90,2.0,9,104,771.3360394616043
2025-04-14 10:00:00,415.0,28.7,89,80,3.9,10,104,1133.3077576784829
2025-04-14 11:00:00,682.0,30.6,86,67,7.4,11,104,520.0408601840109
2025-04-14 12:00:00,846.0,31.8,72,61,7.8,12,104,303.60144253051897
2025-04-14 13:00:00,915.0,32.7,91,58,6.7,13,104,347.00427636036056
2025-04-14 14:00:00,847.0,32.7,100,57,3.8,14,104,594.6744375644453
2025-04-14 15:00:00,630.0,29.6,100,74,5.7,15,104,1304.0837067641987
2025-04-14 16:00:00,313.0,27.8,94,83,5.9,16,104,1098.3526372419958
2025-04-14 17:00:00,314.0,28.1,83,77,8.8,17,104,856.7837951747488
2025-04-14 18:00:00,214.0,27.5,100,81,7.4,18,104,481.002330621903
2025-04-14 19:00:00,59.0,26.5,100,90,1.3,19,104,219.28145707281743
2025-04-14 20:00:00,0.0,25.5,100,94,3.9,20,104,0.0
2025-04-14 21:00:00,0.0,26.7,100,87,5.0,21,104,0.0
2025-04-14 22:00:00,0.0,26.5,96,88,4.9,22,104,0.0
2025-04-14 23:00:00,0.0,25.8,88,92,4.2,23,104,0.0
2025-04-15 00:00:00,0.0,25.3,58,93,5.5,0,105,0.0
2025-04-15 01:00:00,0.0,25.2,100,93,5.5,1,105,0.0
2025-04-15 02:00:00,0.0,24.6,100,96,4.5,2,105,0.0
2025-04-15 03:00:00,0.0,24.4,100,97,4.1,3,105,0.0
2025-04-15 04:00:00,0.0,24.4,95,97,1.0,4,105,0.0
2025-04-15 05:00:00,0.0,24.3,100,98,5.6,5,105,0.0
2025-04-15 06:00:00,0.0,23.9,100,100,5.2,6,105,0.0
2025-04-15 07:00:00,0.0,23.8,100,100,4.0,7,105,0.0
2025-04-15 08:00:00,48.0,24.6,100,97,1.9,8,105,195.71030689513864
2025-04-15 09:00:00,121.0,27.0,100,91,2.9,9,105,469.6827646667541
2025-04-15 10:00:00,246.0,28.5,100,83,1.1,10,105,867.6068895398477
2025-04-15 11:00:00,426.0,29.3,100,77,1.2,11,105,1121.4262004631673
2025-04-15 12:00:00,424.0,29.8,100,74,1.8,12,105,1521.8978170980456
2025-04-15 13:00:00,584.0,30.7,100,71,1.2,13,105,1476.863984308365
2025-04-15 14:00:00,675.0,31.2,100,68,2.4,14,105,1564.832201640244
2025-04-15 15:00:00,548.0,30.0,100,73,2.6,15,105,1547.8537358609835
2025-04-15 16:00:00,524.0,29.5,100,76,5.0,16,105,1042.9387874735314
2025-04-15 17:00:00,326.0,27.0,99,87,0.6,17,105,700.1822017596719
2025-04-15 18:00:00,205.0,26.9,99,88,7.3,18,105,480.6276350233431
2025-04-15 19:00:00,65.0,24.4,92,100,5.4,19,105,183.3190533426763
